lon,lat,ang_dir
0,1,4.9171699235655515
0.08333333333333333,1,4.9729913814066125
0.16666666666666666,1,6.20978798640636
0.25,1,5.814950578778994
0.3333333333333333,1,5.567441707245106
0.4166666666666667,1,5.913279223178171
0.5,1,6.019718765182722
0.5833333333333334,1,6.014996526912336
0.6666666666666666,1,6.273523771965899
0.75,1,6.1307623253323795
0.8333333333333334,1,0.0757476517453173
0.9166666666666666,1,0.6067671557700178
1,1,5.968427629029025
0,0.9166666666666666,5.7500296307792675
0.08333333333333333,0.9166666666666666,5.783838592617845
0.16666666666666666,0.9166666666666666,6.09696247281354
0.25,0.9166666666666666,4.563499030346315
0.3333333333333333,0.9166666666666666,3.9221128114363397
0.4166666666666667,0.9166666666666666,4.258175045302972
0.5,0.9166666666666666,4.849032150188109
0.5833333333333334,0.9166666666666666,5.040942134386957
0.6666666666666666,0.9166666666666666,5.572763719345458
0.75,0.9166666666666666,6.1315798141235325
0.8333333333333334,0.9166666666666666,5.696391891752537
0.9166666666666666,0.9166666666666666,0.19553683041504738
1,0.9166666666666666,0.37298772302146777
0,0.8333333333333334,4.272750457115513
0.08333333333333333,0.8333333333333334,4.21304225147318
0.16666666666666666,0.8333333333333334,4.198469322119564
0.25,0.8333333333333334,3.8100335771223457
0.3333333333333333,0.8333333333333334,3.999748460477234
0.4166666666666667,0.8333333333333334,5.47304691187335
0.5,0.8333333333333334,5.454051364114709
0.5833333333333334,0.8333333333333334,5.385433852581933
0.6666666666666666,0.8333333333333334,4.972291916076185
0.75,0.8333333333333334,5.037294095484108
0.8333333333333334,0.8333333333333334,5.080260662621044
0.9166666666666666,0.8333333333333334,3.141592653589793
1,0.8333333333333334,3.123522331604112
0,0.75,4.137079652091467
0.08333333333333333,0.75,3.862404186240012
0.16666666666666666,0.75,3.7129301382051803
0.25,0.75,3.725348964277345
0.3333333333333333,0.75,5.541238030739049
0.4166666666666667,0.75,5.374416908041622
0.5,0.75,5.236709683425683
0.5833333333333334,0.75,5.244456014535023
0.6666666666666666,0.75,5.094041715854688
0.75,0.75,4.629629134122438
0.8333333333333334,0.75,4.198989951310814
0.9166666666666666,0.75,3.457014184539054
1,0.75,3.779678666452609
0,0.6666666666666666,3.9306538007486185
0.08333333333333333,0.6666666666666666,4.313258422406025
0.16666666666666666,0.6666666666666666,5.16846098357558
0.25,0.6666666666666666,5.667932184898719
0.3333333333333333,0.6666666666666666,0.4899573417220625
0.4166666666666667,0.6666666666666666,0.7505863642892378
0.5,0.6666666666666666,5.405030825511569
0.5833333333333334,0.6666666666666666,5.263371449467205
0.6666666666666666,0.6666666666666666,5.187119868808811
0.75,0.6666666666666666,4.899709312566988
0.8333333333333334,0.6666666666666666,4.446514712522861
0.9166666666666666,0.6666666666666666,3.39046739731025
1,0.6666666666666666,3.728967935143783
0,0.5833333333333334,0.3287110062125611
0.08333333333333333,0.5833333333333334,6.149374324292296
0.16666666666666666,0.5833333333333334,5.803179230084259
0.25,0.5833333333333334,5.199680849300635
0.3333333333333333,0.5833333333333334,3.9269908169872414
0.4166666666666667,0.5833333333333334,2.3162157998952186
0.5,0.5833333333333334,5.108628336615083
0.5833333333333334,0.5833333333333334,5.055993956916964
0.6666666666666666,0.5833333333333334,5.068346721134826
0.75,0.5833333333333334,4.011405136670094
0.8333333333333334,0.5833333333333334,3.543275888210835
0.9166666666666666,0.5833333333333334,3.6837472574904413
1,0.5833333333333334,3.674912024102422
0,0.5,5.780882931806625
0.08333333333333333,0.5,5.329794857870141
0.16666666666666666,0.5,5.443576750735777
0.25,0.5,3.959237701487799
0.3333333333333333,0.5,3.582772154687774
0.4166666666666667,0.5,0.9272952279357198
0.5,0.5,5.570574986596082
0.5833333333333334,0.5,5.151944859388759
0.6666666666666666,0.5,4.522125977289418
0.75,0.5,2.7536125677047756
0.8333333333333334,0.5,2.968582505502241
0.9166666666666666,0.5,3.9621522379070218
1,0.5,4.039810205179642
0,0.4166666666666667,4.383062820178131
0.08333333333333333,0.4166666666666667,5.003061466693241
0.16666666666666666,0.4166666666666667,5.47170609228254
0.25,0.4166666666666667,6.0308212430167085
0.3333333333333333,0.4166666666666667,5.9933388109503465
0.4166666666666667,0.4166666666666667,5.613928765761774
0.5,0.4166666666666667,4.657230266665125
0.5833333333333334,0.4166666666666667,4.497031290209729
0.6666666666666666,0.4166666666666667,3.6213246508580332
0.75,0.4166666666666667,3.236018531741486
0.8333333333333334,0.4166666666666667,3.695111853480109
0.9166666666666666,0.4166666666666667,4.0439799672111585
1,0.4166666666666667,4.1924211548020756
0,0.3333333333333333,4.573749239100341
0.08333333333333333,0.3333333333333333,5.33755645980041
0.16666666666666666,0.3333333333333333,5.832694821270443
0.25,0.3333333333333333,5.0744764048313815
0.3333333333333333,0.3333333333333333,3.5321996950831664
0.4166666666666667,0.3333333333333333,5.681950939837705
0.5,0.3333333333333333,5.868110570617237
0.5833333333333334,0.3333333333333333,3.765336891783478
0.6666666666666666,0.3333333333333333,3.418838186195535
0.75,0.3333333333333333,3.5641066475104375
0.8333333333333334,0.3333333333333333,3.915709230102333
0.9166666666666666,0.3333333333333333,4.14781961612764
1,0.3333333333333333,4.339516035843698
0,0.25,4.801325725812976
0.08333333333333333,0.25,4.621040860109456
0.16666666666666666,0.25,3.2229345161504215
0.25,0.25,2.8832490541514333
0.3333333333333333,0.25,2.980604839225061
0.4166666666666667,0.25,4.053493704316457
0.5,0.25,4.318414310349362
0.5833333333333334,0.25,4.129496546465623
0.6666666666666666,0.25,3.84034540550346
0.75,0.25,3.7518138590352352
0.8333333333333334,0.25,3.9980843967335495
0.9166666666666666,0.25,4.200363131379424
1,0.25,4.371683345892881
0,0.16666666666666666,4.961975901518089
0.08333333333333333,0.16666666666666666,4.2272905417678475
0.16666666666666666,0.16666666666666666,3.430203446295861
0.25,0.16666666666666666,3.478337406426563
0.3333333333333333,0.16666666666666666,4.21901034904813
0.4166666666666667,0.16666666666666666,4.548487961814643
0.5,0.16666666666666666,4.355903372233873
0.5833333333333334,0.16666666666666666,4.147749834225739
0.6666666666666666,0.16666666666666666,3.973757099849922
0.75,0.16666666666666666,3.977157896131265
0.8333333333333334,0.16666666666666666,4.159406673664739
0.9166666666666666,0.16666666666666666,4.465765596517868
1,0.16666666666666666,5.112133753765111
0,0.08333333333333333,5.819537698178781
0.08333333333333333,0.08333333333333333,4.71238898038469
0.16666666666666666,0.08333333333333333,3.287260111203385
0.25,0.08333333333333333,3.761842151079303
0.3333333333333333,0.08333333333333333,4.69263846152567
0.4166666666666667,0.08333333333333333,4.61049865251378
0.5,0.08333333333333333,4.544856526657741
0.5833333333333334,0.08333333333333333,4.352902235001797
0.6666666666666666,0.08333333333333333,4.0740088538959265
0.75,0.08333333333333333,3.883340386364278
0.8333333333333334,0.08333333333333333,5.231535107731134
0.9166666666666666,0.08333333333333333,5.957867596436804
1,0.08333333333333333,5.97513252615581
0,0,5.313843688023905
0.08333333333333333,0,3.510552190116578
0.16666666666666666,0,1.6926387661077706
0.25,0,0.7617805305531047
0.3333333333333333,0,0.07677189236545169
0.4166666666666667,0,5.497787143782138
0.5,0,1.2178059335163418
0.5833333333333334,0,1.752445156494724
0.6666666666666666,0,1.761435234035505
0.75,0,6.18823360217626
0.8333333333333334,0,6.1214888636594855
0.9166666666666666,0,6.1284988126564865
1,0,5.857642411302206
